head	relation	tail 
7217	has_genre	Short
7217	has_genre	Drama
7217	has_rating	null
7217	has_director	Arthur Berthelet
7218	has_genre	Drama
7218	has_rating	null
7218	has_director	Marshall Neilan
7219	has_genre	Drama
7219	has_rating	null
7219	has_director	Paul Scardon
7222	has_genre	Drama
7222	has_rating	null
7222	has_director	n
7222	has_director	u
7222	has_director	l
7222	has_director	l
7223	has_genre	n
7223	has_genre	u
7223	has_genre	l
7223	has_genre	l
7223	has_rating	null
7223	has_director	Charles R. Bowers
7225	has_genre	Comedy
7225	has_genre	Drama
7225	has_rating	null
7225	has_director	William Parke
7228	has_genre	Drama
7228	has_genre	Short
7228	has_rating	null
7228	has_director	Tod Browning
7234	has_genre	n
7234	has_genre	u
7234	has_genre	l
7234	has_genre	l
7234	has_rating	null
7234	has_director	Yevgeny Bauer
7235	has_genre	Short
7235	has_rating	null
7235	has_director	Ernesto de Albuquerque
7235	has_director	Stuart Carvalhais
7236	has_genre	Western
7236	has_genre	Short
7236	has_rating	null
7236	has_director	Charles Horan
7238	has_genre	Drama
7238	has_rating	null
7238	has_director	George Terwilliger
7238	has_director	Raymond L. Ditmars
7243	has_genre	Comedy
7243	has_genre	Drama
7243	has_rating	null
7243	has_director	John G. Adolfi
7245	has_genre	Western
7245	has_genre	Short
7245	has_rating	null
7245	has_director	Tom Mix
7247	has_genre	Drama
7247	has_rating	null
7247	has_director	J. Searle Dawley
7248	has_genre	Drama
7248	has_rating	6.7
7248	has_director	Donald Crisp
7251	has_genre	Short
7251	has_genre	Drama
7251	has_rating	null
7251	has_director	Harry A. Gant
7254	has_genre	Short
7254	has_genre	Comedy
7254	has_genre	Romance
7254	has_rating	9.0
7254	has_director	James Durkin
7255	has_genre	Drama
7255	has_rating	4.8
7255	has_director	William Desmond Taylor
7256	has_genre	n
7256	has_genre	u
7256	has_genre	l
7256	has_genre	l
7256	has_rating	null
7256	has_director	Domènec Ceret
7257	has_genre	Action
7257	has_genre	Comedy
7257	has_genre	Drama
7257	has_rating	4.8
7257	has_director	Christy Cabanne
7258	has_genre	Documentary
7258	has_rating	null
7258	has_director	Antonio de Padua Tramullas
7259	has_genre	n
7259	has_genre	u
7259	has_genre	l
7259	has_genre	l
7259	has_rating	4.6
7259	has_director	Magín Murià
7260	has_genre	Action
7260	has_genre	Adventure
7260	has_genre	Romance
7260	has_genre	Western
7260	has_rating	6.4
7260	has_director	William S. Hart
7261	has_genre	Drama
7261	has_rating	null
7261	has_director	Barry O'Neil
7262	has_genre	Drama
7262	has_rating	null
7262	has_director	Robert G. Vignola
7263	has_genre	Drama
7263	has_genre	Fantasy
7263	has_rating	6.3
7263	has_director	Rupert Julian
7264	has_genre	Comedy
7264	has_genre	Short
7264	has_rating	7.1
7264	has_director	Charles Chaplin
7265	has_genre	Drama
7265	has_rating	null
7265	has_director	Stanner E.V. Taylor
7266	has_genre	Comedy
7266	has_genre	Romance
7266	has_rating	null
7266	has_director	Henry Otto
7282	has_genre	Drama
7282	has_rating	null
7282	has_director	Frederick A. Thomson
7285	has_genre	Animation
7285	has_genre	Comedy
7285	has_genre	Short
7285	has_rating	null
7285	has_director	Pat Sullivan
7292	has_genre	Animation
7292	has_genre	Comedy
7292	has_genre	Short
7292	has_rating	null
7292	has_director	Pat Sullivan
7293	has_genre	Animation
7293	has_genre	Comedy
7293	has_genre	Short
7293	has_rating	null
7293	has_director	Pat Sullivan
7294	has_genre	Animation
7294	has_genre	Comedy
7294	has_genre	Short
7294	has_rating	null
7294	has_director	Pat Sullivan
7297	has_genre	n
7297	has_genre	u
7297	has_genre	l
7297	has_genre	l
7297	has_rating	6.3
7297	has_director	Ricardo de Baños
7297	has_director	Vicente Blasco Ibáñez
7299	has_genre	Drama
7299	has_rating	null
7299	has_director	Phillips Smalley
7299	has_director	Lois Weber
7301	has_genre	Short
7301	has_genre	Drama
7301	has_rating	null
7301	has_director	Lucius Henderson
7302	has_genre	Drama
7302	has_rating	null
7302	has_director	Frank Powell
7302	has_director	Travers Vale
7303	has_genre	Action
7303	has_rating	7.2
7303	has_director	Wally Van
7304	has_genre	Drama
7304	has_rating	null
7304	has_director	Edmund Lawrence
7305	has_genre	Short
7305	has_genre	Comedy
7305	has_rating	null
7305	has_director	n
7305	has_director	u
7305	has_director	l
7305	has_director	l
7306	has_genre	Short
7306	has_genre	Comedy
7306	has_rating	null
7306	has_director	Charles C. O'Hara
7307	has_genre	n
7307	has_genre	u
7307	has_genre	l
7307	has_genre	l
7307	has_rating	null
7307	has_director	Carl Froelich
7308	has_genre	Short
7308	has_genre	Comedy
7308	has_rating	4.9
7308	has_director	Arvid E. Gillstrom
7310	has_genre	Comedy
7310	has_rating	null
7310	has_director	Georg Jacoby
7311	has_genre	Short
7311	has_genre	Drama
7311	has_genre	Mystery
7311	has_rating	null
7311	has_director	Lucius Henderson
7312	has_genre	Drama
7312	has_rating	null
7312	has_director	Fred Paul
7315	has_genre	Short
7315	has_genre	Drama
7315	has_genre	Romance
7315	has_rating	null
7315	has_director	Tom Ricketts
7316	has_genre	n
7316	has_genre	u
7316	has_genre	l
7316	has_genre	l
7316	has_rating	null
7316	has_director	Robert Dinesen
7317	has_genre	Action
7317	has_rating	5.3
7317	has_director	George L. Sargent
7318	has_genre	Drama
7318	has_rating	null
7318	has_director	Lynn Reynolds
7319	has_genre	n
7319	has_genre	u
7319	has_genre	l
7319	has_genre	l
7319	has_rating	null
7319	has_director	Godofredo Mateldi
7320	has_genre	n
7320	has_genre	u
7320	has_genre	l
7320	has_genre	l
7320	has_rating	null
7320	has_director	José de Togores
7321	has_genre	Drama
7321	has_rating	null
7321	has_director	Otis Turner
7323	has_genre	Comedy
7323	has_genre	Short
7323	has_rating	null
7323	has_director	Al Christie
7324	has_genre	n
7324	has_genre	u
7324	has_genre	l
7324	has_genre	l
7324	has_rating	null
7324	has_director	Edward Sloman
7325	has_genre	Drama
7325	has_rating	null
7325	has_director	Raoul Walsh
7326	has_genre	Comedy
7326	has_genre	Drama
7326	has_rating	null
7326	has_director	Robert G. Vignola
7327	has_genre	Drama
7327	has_rating	null
7327	has_director	n
7327	has_director	u
7327	has_director	l
7327	has_director	l
7328	has_genre	Drama
7328	has_genre	Comedy
7328	has_rating	null
7328	has_director	Henry King
7333	has_genre	Drama
7333	has_genre	Romance
7333	has_genre	Short
7333	has_rating	null
7333	has_director	n
7333	has_director	u
7333	has_director	l
7333	has_director	l
7335	has_genre	Short
7335	has_genre	Western
7335	has_rating	null
7335	has_director	Ben F. Wilson
7336	has_genre	Short
7336	has_genre	Western
7336	has_rating	null
7336	has_director	Tom Mix
7340	has_genre	Drama
7340	has_rating	6.8
7340	has_director	Lois Weber
7344	has_genre	Comedy
7344	has_genre	Short
7344	has_genre	Western
7344	has_rating	null
7344	has_director	William Bertram
7345	has_genre	Drama
7345	has_rating	null
7345	has_director	Charles Swickard
7346	has_genre	Drama
7346	has_rating	null
7346	has_director	Jack Conway
7347	has_genre	Horror
7347	has_genre	Drama
7347	has_genre	Short
7347	has_rating	null
7347	has_director	King Baggot
7348	has_genre	Short
7348	has_genre	Drama
7348	has_rating	null
7348	has_director	Frank Borzage
7349	has_genre	Romance
7349	has_rating	null
7349	has_director	J. Searle Dawley
7352	has_genre	Comedy
7352	has_genre	Drama
7352	has_rating	null
7352	has_director	James Vincent
7354	has_genre	n
7354	has_genre	u
7354	has_genre	l
7354	has_genre	l
7354	has_rating	null
7354	has_director	n
7354	has_director	u
7354	has_director	l
7354	has_director	l
7357	has_genre	Drama
7357	has_rating	null
7357	has_director	Will S. Davis
7360	has_genre	Comedy
7360	has_rating	null
7360	has_director	Sidney Olcott
7361	has_genre	Fantasy
7361	has_genre	Romance
7361	has_rating	6.2
7361	has_director	J. Searle Dawley
7362	has_genre	Drama
7362	has_rating	null
7362	has_director	Edwin Carewe
7364	has_genre	Comedy
7364	has_genre	Short
7364	has_rating	null
7364	has_director	Clarence G. Badger
7366	has_genre	Short
7366	has_genre	Drama
7366	has_rating	null
7366	has_director	Ben F. Wilson
7367	has_genre	Comedy
7367	has_genre	Drama
7367	has_rating	5.3
7367	has_director	John Emerson
7368	has_genre	Drama
7368	has_genre	Romance
7368	has_rating	6.5
7368	has_director	Christy Cabanne
7369	has_genre	Short
7369	has_genre	Comedy
7369	has_genre	Western
7369	has_rating	null
7369	has_director	Tom Mix
7371	has_genre	Short
7371	has_genre	Drama
7371	has_rating	null
7371	has_director	William V. Mong
7372	has_genre	Short
7372	has_genre	Western
7372	has_rating	null
7372	has_director	William V. Mong
7373	has_genre	Drama
7373	has_rating	null
7373	has_director	Otis Turner
7375	has_genre	Crime
7375	has_genre	Drama
7375	has_rating	2.8
7375	has_director	George Loane Tucker
7376	has_genre	Drama
7376	has_rating	null
7376	has_director	Cleo Madison
7377	has_genre	Drama
7377	has_rating	null
7377	has_director	Francis J. Grandon
7379	has_genre	Short
7379	has_genre	Drama
7379	has_rating	null
7379	has_director	Lawrence B. McGill
7380	has_genre	Short
7380	has_genre	Comedy
7380	has_rating	8.2
7380	has_director	Will Louis
7381	has_genre	Drama
7381	has_rating	null
7381	has_director	Burton L. King
7382	has_genre	Drama
7382	has_rating	null
7382	has_director	John G. Adolfi
7386	has_genre	Short
7386	has_genre	Drama
7386	has_rating	null
7386	has_director	Lucius Henderson
7387	has_genre	Drama
7387	has_rating	null
7387	has_director	Bertram Bracken
7390	has_genre	Short
7390	has_genre	Comedy
7390	has_genre	Western
7390	has_rating	null
7390	has_director	Tom Mix
7394	has_genre	Drama
7394	has_rating	null
7394	has_director	J. Charles Haydon
7395	has_genre	Comedy
7395	has_genre	Short
7395	has_rating	null
7395	has_director	Rube Miller
7396	has_genre	Short
7396	has_rating	null
7396	has_director	Lucius Henderson
7411	has_genre	Drama
7411	has_rating	null
7411	has_director	Lionel Belmore
7411	has_director	Harley Knoles
7414	has_genre	Drama
7414	has_rating	null
7414	has_director	Paul Powell
7419	has_genre	Short
7419	has_rating	null
7419	has_director	Edmond Hansen
7438	has_genre	Drama
7438	has_rating	null
7438	has_director	George Fitzmaurice
7439	has_genre	Short
7439	has_rating	5.4
7439	has_director	Anton Giulio Bragaglia
7440	has_genre	Short
7440	has_genre	Drama
7440	has_rating	null
7440	has_director	Frank Borzage
7443	has_genre	Short
7443	has_genre	Comedy
7443	has_rating	null
7443	has_director	Will Louis
7444	has_genre	Comedy
7444	has_genre	Short
7444	has_rating	null
7444	has_director	Hal Roach
7445	has_genre	Drama
7445	has_genre	Romance
7445	has_rating	null
7445	has_director	George Irving
7448	has_genre	Short
7448	has_genre	Comedy
7448	has_rating	null
7448	has_director	Will Louis
7449	has_genre	Short
7449	has_genre	Comedy
7449	has_rating	null
7449	has_director	Bobby Burns
7449	has_director	Walter Stull
7450	has_genre	Comedy
7450	has_genre	Drama
7450	has_rating	null
7450	has_director	Reginald Barker
7451	has_genre	Drama
7451	has_rating	null
7451	has_director	Colin Campbell
7454	has_genre	Adventure
7454	has_rating	6.1
7454	has_director	Charles Swickard
7455	has_genre	Short
7455	has_genre	Comedy
7455	has_rating	null
7455	has_director	n
7455	has_director	u
7455	has_director	l
7455	has_director	l
7457	has_genre	Drama
7457	has_rating	null
7457	has_director	Rollin S. Sturgeon
7458	has_genre	Drama
7458	has_rating	null
7458	has_director	Lucius Henderson
7459	has_genre	Drama
7459	has_rating	6.6
7459	has_director	Giovanni Pastrone
7460	has_genre	Short
7460	has_genre	Drama
7460	has_rating	null
7460	has_director	Cleo Madison
7460	has_director	William V. Mong
7477	has_genre	Short
7477	has_genre	Comedy
7477	has_rating	null
7477	has_director	n
7477	has_director	u
7477	has_director	l
7477	has_director	l
7479	has_genre	Western
7479	has_rating	null
7479	has_director	William S. Hart
7481	has_genre	Short
7481	has_rating	null
7481	has_director	Georg af Klercker
7482	has_genre	Comedy
7482	has_genre	Short
7482	has_rating	null
7482	has_director	William Campbell
7486	has_genre	Short
7486	has_genre	Western
7486	has_rating	8.6
7486	has_director	Tom Mix
7487	has_genre	Animation
7487	has_genre	Short
7487	has_rating	null
7487	has_director	Bud Fisher
7492	has_genre	n
7492	has_genre	u
7492	has_genre	l
7492	has_genre	l
7492	has_rating	null
7492	has_director	Louis Feuillade
7492	has_director	Léonce Perret
7493	has_genre	Drama
7493	has_rating	null
7493	has_director	Lloyd B. Carleton
7541	has_genre	Comedy
7541	has_genre	Short
7541	has_genre	Western
7541	has_rating	null
7541	has_director	William Bertram
7560	has_genre	Drama
7560	has_rating	null
7560	has_director	Otis Turner
7561	has_genre	Short
7561	has_genre	Drama
7561	has_rating	null
7561	has_director	Donald MacDonald
7562	has_genre	Drama
7562	has_rating	null
7562	has_director	Tefft Johnson
7564	has_genre	Drama
7564	has_rating	null
7564	has_director	Frank Hall Crane
7566	has_genre	Comedy
7566	has_genre	Short
7566	has_rating	null
7566	has_director	Robin Williamson
7569	has_genre	Short
7569	has_genre	Comedy
7569	has_rating	null
7569	has_director	W.P. Kellino
7570	has_genre	Drama
7570	has_rating	null
7570	has_director	J. Gordon Edwards
7572	has_genre	Comedy
7572	has_genre	Short
7572	has_rating	null
7572	has_director	Walter Wright
7573	has_genre	Comedy
7573	has_genre	Drama
7573	has_rating	6.4
7573	has_director	Maurice Tourneur
7579	has_genre	Drama
7579	has_genre	Romance
7579	has_rating	null
7579	has_director	George Irving
7581	has_genre	Drama
7581	has_rating	null
7581	has_director	Yakov Protazanov
7584	has_genre	Crime
7584	has_genre	Drama
7584	has_rating	null
7584	has_director	Herbert Blaché
7587	has_genre	Drama
7587	has_rating	null
7587	has_director	Paul Powell
7614	has_genre	Drama
7614	has_rating	6.6
7614	has_director	Alice Guy
7615	has_genre	Documentary
7615	has_genre	Western
7615	has_rating	7.1
7615	has_director	n
7615	has_director	u
7615	has_director	l
7615	has_director	l
7616	has_genre	Drama
7616	has_rating	null
7616	has_director	Chester Withey
7618	has_genre	Adventure
7618	has_rating	6.6
7618	has_director	William Wolbert
7619	has_genre	Family
7619	has_genre	Comedy
7619	has_genre	Fantasy
7619	has_rating	null
7619	has_director	John H. Collins
7620	has_genre	Comedy
7620	has_rating	5.4
7620	has_director	Mauritz Stiller
7624	has_genre	Comedy
7624	has_genre	Short
7624	has_rating	5.5
7624	has_director	Alfred J. Goulding
7636	has_genre	Drama
7636	has_rating	null
7636	has_director	Frank Lloyd
7646	has_genre	Animation
7646	has_genre	Comedy
7646	has_genre	Drama
7646	has_rating	6.7
7646	has_director	Quirino Cristiani
7647	has_genre	Short
7647	has_genre	Comedy
7647	has_rating	6.1
7647	has_director	Hampton Del Ruth
7647	has_director	Victor Heerman
7649	has_genre	Drama
7649	has_genre	Mystery
7649	has_rating	null
7649	has_director	Ralph Ince
7650	has_genre	Drama
7650	has_rating	null
7650	has_director	Joseph Kaufman
7657	has_genre	Crime
7657	has_genre	Drama
7657	has_rating	null
7657	has_director	Sidney Morgan
7669	has_genre	Drama
7669	has_genre	Family
7669	has_genre	Fantasy
7669	has_rating	6.4
7669	has_director	Chester M. Franklin
7669	has_director	Sidney Franklin
7698	has_genre	Biography
7698	has_genre	Drama
7698	has_genre	Romance
7698	has_rating	5.1
7698	has_director	George Cowl
7698	has_director	Travers Vale
7700	has_genre	Comedy
7700	has_rating	null
7700	has_director	Frank Reicher
7701	has_genre	Romance
7701	has_rating	null
7701	has_director	William Desmond Taylor
7702	has_genre	Fantasy
7702	has_genre	Thriller
7702	has_rating	6.9
7702	has_director	Richard Oswald
7704	has_genre	Drama
7704	has_genre	War
7704	has_rating	null
7704	has_director	E. Magnus Ingleton
7705	has_genre	Drama
7705	has_genre	Crime
7705	has_rating	null
7705	has_director	Kenean Buel
7706	has_genre	Short
7706	has_genre	Drama
7706	has_rating	null
7706	has_director	John McDermott
7707	has_genre	Short
7707	has_genre	Comedy
7707	has_rating	null
7707	has_director	Sidney Drew
7708	has_genre	Drama
7708	has_rating	null
7708	has_director	George Fitzmaurice
7713	has_genre	Short
7713	has_rating	6.0
7713	has_director	Ernst Lubitsch
7714	has_genre	Animation
7714	has_genre	Short
7714	has_rating	null
7714	has_director	Bud Fisher
7716	has_genre	Animation
7716	has_genre	Comedy
7716	has_genre	Short
7716	has_rating	null
7716	has_director	Earl Hurd
7720	has_genre	Animation
7720	has_genre	Comedy
7720	has_genre	Short
7720	has_rating	5.9
7720	has_director	Earl Hurd
7727	has_genre	Animation
7727	has_genre	Comedy
7727	has_genre	Short
7727	has_rating	null
7727	has_director	Earl Hurd
7728	has_genre	Animation
7728	has_genre	Comedy
7728	has_genre	Short
7728	has_rating	5.7
7728	has_director	Earl Hurd
7730	has_genre	Animation
7730	has_genre	Comedy
7730	has_genre	Short
7730	has_rating	6.1
7730	has_director	Earl Hurd
7742	has_genre	Animation
7742	has_genre	Comedy
7742	has_genre	Short
7742	has_rating	null
7742	has_director	Pat Sullivan
7743	has_genre	Comedy
7743	has_genre	Drama
7743	has_rating	null
7743	has_director	Edwin Stevens
7745	has_genre	Drama
7745	has_rating	null
7745	has_director	Harry Harvey
7748	has_genre	Mystery
7748	has_rating	null
7748	has_director	Henry King
7749	has_genre	Comedy
7749	has_rating	null
7749	has_director	William Worthington
7753	has_genre	Drama
7753	has_genre	Western
7753	has_rating	null
7753	has_director	Henry MacRae
7756	has_genre	Comedy
7756	has_genre	Short
7756	has_rating	null
7756	has_director	Robin Williamson
7757	has_genre	Comedy
7757	has_genre	Short
7757	has_rating	null
7757	has_director	n
7757	has_director	u
7757	has_director	l
7757	has_director	l
7762	has_genre	Comedy
7762	has_genre	Short
7762	has_rating	4.6
7762	has_director	Robin Williamson
7766	has_genre	Short
7766	has_genre	Comedy
7766	has_rating	null
7766	has_director	Fred Hibbard
7767	has_genre	Drama
7767	has_rating	null
7767	has_director	John W. Noble
7772	has_genre	Short
7772	has_genre	Comedy
7772	has_rating	null
7772	has_director	William Beaudine
7773	has_genre	Short
7773	has_genre	Comedy
7773	has_genre	Drama
7773	has_rating	null
7773	has_director	Eugene Moore
7781	has_genre	Animation
7781	has_genre	Short
7781	has_rating	null
7781	has_director	Bud Fisher
7782	has_genre	Short
7782	has_rating	null
7782	has_director	Konrad Tallroth
7786	has_genre	Drama
7786	has_rating	null
7786	has_director	Sherwood MacDonald
7789	has_genre	Animation
7789	has_genre	Short
7789	has_genre	Comedy
7789	has_rating	null
7789	has_director	Bud Fisher
7792	has_genre	Drama
7792	has_rating	null
7792	has_director	John G. Adolfi
7802	has_genre	Short
7802	has_genre	Comedy
7802	has_rating	5.8
7802	has_director	Herman C. Raymaker
7802	has_director	Ferris Hartman
7802	has_director	Robert P. Kerr
7810	has_genre	Drama
7810	has_rating	null
7810	has_director	Ralph Ince
7811	has_genre	Western
7811	has_rating	6.7
7811	has_director	William S. Hart
7811	has_director	Clifford Smith
7812	has_genre	Animation
7812	has_genre	Comedy
7812	has_genre	Short
7812	has_rating	5.5
7812	has_director	John Randolph Bray
7815	has_genre	Animation
7815	has_genre	Comedy
7815	has_genre	Short
7815	has_rating	null
7815	has_director	John Randolph Bray
7820	has_genre	Biography
7820	has_genre	Western
7820	has_rating	null
7820	has_director	Raoul Walsh
7822	has_genre	Documentary
7822	has_rating	null
7822	has_director	Ernesto de Albuquerque
7826	has_genre	Drama
7826	has_rating	null
7826	has_director	William P.S. Earle
7831	has_genre	Comedy
7831	has_genre	Drama
7831	has_rating	null
7831	has_director	William Bertram
7832	has_genre	Short
7832	has_genre	Comedy
7832	has_rating	7.2
7832	has_director	Charles Chaplin
7833	has_genre	n
7833	has_genre	u
7833	has_genre	l
7833	has_genre	l
7833	has_rating	null
7833	has_director	Yakov Protazanov
7834	has_genre	Romance
7834	has_rating	7.1
7834	has_director	Travers Vale
7835	has_genre	Drama
7835	has_rating	null
7835	has_director	Frederick A. Thomson
7839	has_genre	Drama
7839	has_rating	6.8
7839	has_director	J. Gordon Edwards
7840	has_genre	Drama
7840	has_rating	null
7840	has_director	George Irving
7841	has_genre	Comedy
7841	has_genre	Drama
7841	has_rating	null
7841	has_director	Edward Dillon
7842	has_genre	Animation
7842	has_genre	Short
7842	has_rating	null
7842	has_director	Bud Fisher
7843	has_genre	Mystery
7843	has_rating	null
7843	has_director	Frank Powell
7844	has_genre	Drama
7844	has_rating	null
7844	has_director	Frank Powell
7845	has_genre	Drama
7845	has_rating	null
7845	has_director	Howell Hansel
7846	has_genre	Drama
7846	has_rating	null
7846	has_director	Thomas R. Mills
7879	has_genre	Drama
7879	has_rating	null
7879	has_director	Travers Vale
7882	has_genre	Short
7882	has_genre	Comedy
7882	has_rating	null
7882	has_director	Lawrence C. Windom
7883	has_genre	Comedy
7883	has_rating	null
7883	has_director	William Karfiol
7884	has_genre	Comedy
7884	has_genre	Short
7884	has_rating	null
7884	has_director	Edmund Edel
7888	has_genre	Drama
7888	has_rating	null
7888	has_director	Joaquín Coss
7889	has_genre	Drama
7889	has_genre	Mystery
7889	has_rating	null
7889	has_director	n
7889	has_director	u
7889	has_director	l
7889	has_director	l
7891	has_genre	Short
7891	has_genre	Horror
7891	has_rating	3.8
7891	has_director	David Smith
7894	has_genre	n
7894	has_genre	u
7894	has_genre	l
7894	has_genre	l
7894	has_rating	null
7894	has_director	Egil Eide
7895	has_genre	Drama
7895	has_rating	null
7895	has_director	Richard Ridgely
7896	has_genre	Crime
7896	has_genre	Drama
7896	has_rating	null
7896	has_director	Georg Alexander
7899	has_genre	Drama
7899	has_rating	null
7899	has_director	Frank Reicher
7900	has_genre	Drama
7900	has_rating	null
7900	has_director	Herbert Brenon
7916	has_genre	Short
7916	has_genre	Comedy
7916	has_rating	null
7916	has_director	Richard Foster Baker
7920	has_genre	Short
7920	has_genre	Comedy
7920	has_rating	null
7920	has_director	Richard Foster Baker
7924	has_genre	Drama
7924	has_rating	null
7924	has_director	Robert Z. Leonard
7925	has_genre	Comedy
7925	has_genre	Short
7925	has_rating	null
7925	has_director	Chester De Vonde
7926	has_genre	Comedy
7926	has_genre	Romance
7926	has_rating	null
7926	has_director	Robert Thornby
7930	has_genre	Drama
7930	has_rating	null
7930	has_director	Raymond Wells
7932	has_genre	Action
7932	has_rating	null
7932	has_director	George B. Seitz
7934	has_genre	n
7934	has_genre	u
7934	has_genre	l
7934	has_genre	l
7934	has_rating	null
7934	has_director	Rudolf Biebrach
7936	has_genre	Mystery
7936	has_rating	null
7936	has_director	Harry Harvey
7937	has_genre	Drama
7937	has_rating	null
7937	has_director	Tom Terriss
7938	has_genre	n
7938	has_genre	u
7938	has_genre	l
7938	has_genre	l
7938	has_rating	null
7938	has_director	Fred E. Wright
7939	has_genre	Drama
7939	has_rating	null
7939	has_director	Allen Holubar
7940	has_genre	Comedy
7940	has_genre	Drama
7940	has_rating	null
7940	has_director	Raymond Wells
7943	has_genre	Western
7943	has_genre	Drama
7943	has_rating	null
7943	has_director	Edward LeSaint
7944	has_genre	Drama
7944	has_rating	null
7944	has_director	Allan Dwan
7951	has_genre	Comedy
7951	has_genre	Short
7951	has_rating	null
7951	has_director	Al Christie
7951	has_director	Horace Davey
7976	has_genre	Short
7976	has_rating	null
7976	has_director	Otto Rippert
7979	has_genre	Drama
7979	has_rating	null
7979	has_director	Robert Ellis
7980	has_genre	Short
7980	has_rating	null
7980	has_director	Egil Eide
7981	has_genre	Drama
7981	has_rating	null
7981	has_director	Walter Edwards
7982	has_genre	n
7982	has_genre	u
7982	has_genre	l
7982	has_genre	l
7982	has_rating	null
7982	has_director	Ricardo de Baños
7983	has_genre	Horror
7983	has_rating	6.1
7983	has_director	Robert Wiene
7984	has_genre	Drama
7984	has_rating	4.4
7984	has_director	Michael Curtiz
7986	has_genre	Drama
7986	has_rating	5.5
7986	has_director	Georg af Klercker
7987	has_genre	Comedy
7987	has_genre	Drama
7987	has_rating	null
7987	has_director	Henry King
7988	has_genre	Drama
7988	has_rating	null
7988	has_director	Colin Campbell
7991	has_genre	Drama
7991	has_rating	null
7991	has_director	Georg Alexander
7993	has_genre	Action
7993	has_genre	Crime
7993	has_rating	null
7993	has_director	Georg Alexander
8008	has_genre	Mystery
8008	has_rating	null
8008	has_director	Theodore Marston
8010	has_genre	Drama
8010	has_rating	6.0
8010	has_director	Paul Powell
8011	has_genre	Comedy
8011	has_rating	6.1
8011	has_director	Maurice Tourneur
8012	has_genre	Drama
8012	has_rating	null
8012	has_director	Armando Pou
8014	has_genre	n
8014	has_genre	u
8014	has_genre	l
8014	has_genre	l
8014	has_rating	null
8014	has_director	Johan Gildemeijer
8015	has_genre	Comedy
8015	has_genre	Drama
8015	has_rating	null
8015	has_director	Francis J. Grandon
8015	has_director	Burton L. King
8016	has_genre	Drama
8016	has_genre	Romance
8016	has_rating	null
8016	has_director	Marguerite Bertsch
8019	has_genre	Short
8019	has_genre	Western
8019	has_rating	null
8019	has_director	Fred Kelsey
8024	has_genre	n
8024	has_genre	u
8024	has_genre	l
8024	has_genre	l
8024	has_rating	6.6
8024	has_director	José de Togores
8025	has_genre	Drama
8025	has_rating	null
8025	has_director	Carlyle Blackwell
8033	has_genre	Drama
8033	has_rating	null
8033	has_director	Edwin Carewe
8033	has_director	Edward LeSaint
8035	has_genre	Drama
8035	has_rating	null
8035	has_director	Maurice Elvey
8042	has_genre	Western
8042	has_rating	null
8042	has_director	Tod Browning
8042	has_director	Wilfred Lucas
8043	has_genre	Drama
8043	has_genre	Fantasy
8043	has_rating	6.0
8043	has_director	Paul Wegener
8044	has_genre	Comedy
8044	has_genre	Drama
8044	has_rating	null
8044	has_director	Reginald Barker
8045	has_genre	Drama
8045	has_rating	null
8045	has_director	William Desmond Taylor
8057	has_genre	Short
8057	has_genre	Comedy
8057	has_rating	6.0
8057	has_director	Oliver Hardy
8092	has_genre	Comedy
8092	has_genre	Short
8092	has_rating	null
8092	has_director	Sidney Drew
8093	has_genre	Short
8093	has_genre	Comedy
8093	has_rating	null
8093	has_director	Leslie T. Peacocke
8094	has_genre	Drama
8094	has_rating	null
8094	has_director	Otis Turner
8117	has_genre	Drama
8117	has_rating	null
8117	has_director	Raoul Walsh
8118	has_genre	Short
8118	has_genre	Western
8118	has_rating	null
8118	has_director	Fred Kelsey
8119	has_genre	Drama
8119	has_genre	Romance
8119	has_genre	War
8119	has_rating	null
8119	has_director	Robert Thornby
8121	has_genre	n
8121	has_genre	u
8121	has_genre	l
8121	has_genre	l
8121	has_rating	null
8121	has_director	Robert Dinesen
8125	has_genre	Drama
8125	has_rating	null
8125	has_director	Emile Chautard
8126	has_genre	Drama
8126	has_rating	null
8126	has_director	Robert G. Vignola
8128	has_genre	Comedy
8128	has_genre	Short
8128	has_rating	null
8128	has_director	Sidney Drew
8131	has_genre	Comedy
8131	has_genre	Mystery
8131	has_rating	null
8131	has_director	Reginald Barker
8132	has_genre	Comedy
8132	has_rating	null
8132	has_director	Georg Alexander
8136	has_genre	Comedy
8136	has_genre	Drama
8136	has_rating	null
8136	has_director	John Francis Dillon
8137	has_genre	Drama
8137	has_rating	null
8137	has_director	Frank Reicher
8138	has_genre	Drama
8138	has_rating	null
8138	has_director	Raoul Walsh
8142	has_genre	Drama
8142	has_rating	null
8142	has_director	George Archainbaud
8143	has_genre	Western
8143	has_rating	null
8143	has_director	William Desmond Taylor
8147	has_genre	Drama
8147	has_rating	null
8147	has_director	Jack Conway
8153	has_genre	Drama
8153	has_rating	null
8153	has_director	J. Stuart Blackton
8154	has_genre	n
8154	has_genre	u
8154	has_genre	l
8154	has_genre	l
8154	has_rating	null
8154	has_director	Fritz Magnussen
8157	has_genre	Drama
8157	has_rating	null
8157	has_director	Rupert Julian
8158	has_genre	Drama
8158	has_genre	Crime
8158	has_rating	null
8158	has_director	George Fitzmaurice
8167	has_genre	Drama
8167	has_rating	null
8167	has_director	Charles Swickard
8169	has_genre	Drama
8169	has_rating	null
8169	has_director	Joseph Kaufman
