head	relation	tail
349	has_genre	Comedy
349	has_rating	5.7
349	has_director	Walter R. Booth
350	has_genre	Short
350	has_genre	Comedy
350	has_rating	5.8
350	has_director	Robert W. Paul
351	has_genre	Short
351	has_rating	null
351	has_director	Alice Guy
352	has_genre	Documentary
352	has_genre	Short
352	has_rating	5.9
352	has_director	Edwin S. Porter
353	has_genre	Short
353	has_genre	Drama
353	has_genre	History
353	has_rating	5.1
353	has_director	Edwin S. Porter
354	has_genre	Documentary
354	has_genre	Short
354	has_rating	null
354	has_director	Manuel Maria da Costa Veiga
355	has_genre	Short
355	has_genre	Action
355	has_genre	Drama
355	has_rating	6.1
355	has_director	James Williamson
356	has_genre	Short
356	has_rating	null
356	has_director	Alice Guy
357	has_genre	Short
357	has_genre	Comedy
357	has_genre	Fantasy
357	has_genre	Horror
357	has_rating	5.8
357	has_director	Walter R. Booth
358	has_genre	Short
358	has_genre	Crime
358	has_genre	Drama
358	has_rating	6.2
358	has_director	Ferdinand Zecca
359	has_genre	Short
359	has_genre	Comedy
359	has_genre	Fantasy
359	has_rating	7.1
359	has_director	Georges Méliès
360	has_genre	Short
360	has_rating	null
360	has_director	Alice Guy
361	has_genre	Short
361	has_rating	8.1
361	has_director	Alice Guy
362	has_genre	Short
362	has_rating	null
362	has_director	Alice Guy
363	has_genre	Short
363	has_genre	Fantasy
363	has_genre	Romance
363	has_rating	6.2
363	has_director	Walter R. Booth
364	has_genre	Documentary
364	has_genre	Short
364	has_rating	5.4
364	has_director	Edwin S. Porter
365	has_genre	Documentary
365	has_genre	Short
365	has_rating	null
365	has_director	Manuel Maria da Costa Veiga
366	has_genre	Documentary
366	has_genre	Short
366	has_rating	null
366	has_director	Manuel Maria da Costa Veiga
367	has_genre	Short
367	has_rating	null
367	has_director	Alice Guy
368	has_genre	Short
368	has_genre	Fantasy
368	has_rating	6.6
368	has_director	Georges Méliès
369	has_genre	Short
369	has_genre	Documentary
369	has_rating	null
369	has_director	Fructuós Gelabert
370	has_genre	Short
370	has_genre	Drama
370	has_genre	Fantasy
370	has_rating	5.6
370	has_director	Walter R. Booth
371	has_genre	Short
371	has_rating	null
371	has_director	Alice Guy
372	has_genre	Short
372	has_rating	null
372	has_director	Alice Guy
373	has_genre	Short
373	has_genre	Drama
373	has_genre	Horror
373	has_rating	6.2
373	has_director	Ferdinand Zecca
374	has_genre	Short
374	has_rating	null
374	has_director	Alice Guy
376	has_genre	Documentary
376	has_genre	Short
376	has_rating	7.0
376	has_director	Béla Zsitkovszky
377	has_genre	Short
377	has_genre	Comedy
377	has_genre	Fantasy
377	has_rating	6.2
377	has_director	Walter R. Booth
378	has_genre	Short
378	has_rating	null
378	has_director	Alice Guy
379	has_genre	Documentary
379	has_genre	Short
379	has_rating	5.2
379	has_director	Fructuós Gelabert
380	has_genre	Fantasy
380	has_genre	Short
380	has_genre	Drama
380	has_rating	7.2
380	has_director	Lucien Nonguet
380	has_director	Ferdinand Zecca
381	has_genre	Short
381	has_genre	News
381	has_rating	3.9
381	has_director	n
381	has_director	u
381	has_director	l
381	has_director	l
382	has_genre	Short
382	has_genre	Documentary
382	has_rating	null
382	has_director	Fructuós Gelabert
383	has_genre	Short
383	has_genre	Documentary
383	has_rating	null
383	has_director	Fructuós Gelabert
384	has_genre	Documentary
384	has_genre	Short
384	has_rating	5.8
384	has_director	Alice Guy
385	has_genre	Short
385	has_genre	Comedy
385	has_rating	null
385	has_director	Alice Guy
386	has_genre	Short
386	has_genre	Comedy
386	has_rating	null
386	has_director	Alice Guy
387	has_genre	Short
387	has_genre	History
387	has_rating	5.2
387	has_director	Georges Méliès
387	has_director	Charles Urban
388	has_genre	Short
388	has_rating	5.1
388	has_director	Alice Guy
389	has_genre	Short
389	has_rating	null
389	has_director	Alice Guy
390	has_genre	Short
390	has_rating	null
390	has_director	Alice Guy
391	has_genre	Short
391	has_genre	Comedy
391	has_rating	null
391	has_director	Alice Guy
393	has_genre	Short
393	has_genre	Comedy
393	has_rating	null
393	has_director	Alice Guy
405	has_genre	Short
405	has_genre	Comedy
405	has_rating	null
405	has_director	Alice Guy
406	has_genre	Short
406	has_genre	Horror
406	has_rating	5.7
406	has_director	n
406	has_director	u
406	has_director	l
406	has_director	l
407	has_genre	Documentary
407	has_genre	Short
407	has_rating	3.7
407	has_director	Fructuós Gelabert
408	has_genre	Short
408	has_rating	null
408	has_director	Alice Guy
409	has_genre	Short
409	has_genre	Comedy
409	has_rating	5.2
409	has_director	Alice Guy
410	has_genre	Documentary
410	has_genre	Short
410	has_rating	6.7
410	has_director	Frederick S. Armitage
412	has_genre	Short
412	has_genre	Comedy
412	has_genre	Horror
412	has_rating	4.2
412	has_director	Arthur Marvin
413	has_genre	Short
413	has_genre	Comedy
413	has_genre	Fantasy
413	has_genre	Horror
413	has_rating	5.5
413	has_director	Georges Méliès
414	has_genre	Comedy
414	has_genre	Short
414	has_rating	5.3
414	has_director	Edwin S. Porter
415	has_genre	Short
415	has_rating	null
415	has_director	Alice Guy
416	has_genre	Short
416	has_genre	Drama
416	has_rating	5.3
416	has_director	Ferdinand Zecca
417	has_genre	Short
417	has_genre	Action
417	has_genre	Adventure
417	has_genre	Comedy
417	has_genre	Fantasy
417	has_genre	Sci-Fi
417	has_rating	8.2
417	has_director	Georges Méliès
418	has_genre	Short
418	has_genre	Drama
418	has_rating	null
418	has_director	William Haggar
419	has_genre	Short
419	has_rating	null
419	has_director	Alice Guy
420	has_genre	Short
420	has_genre	Family
420	has_genre	Fantasy
420	has_rating	6.3
420	has_director	Cecil M. Hepworth
420	has_director	Percy Stow
421	has_genre	Short
421	has_rating	null
421	has_director	Alice Guy
422	has_genre	Short
422	has_rating	null
422	has_director	Alice Guy
423	has_genre	Short
423	has_genre	Fantasy
423	has_rating	5.4
423	has_director	Georges Méliès
424	has_genre	Short
424	has_rating	null
424	has_director	Alice Guy
425	has_genre	Documentary
425	has_genre	Short
425	has_rating	5.2
425	has_director	n
425	has_director	u
425	has_director	l
425	has_director	l
426	has_genre	Documentary
426	has_genre	Short
426	has_rating	4.8
426	has_director	n
426	has_director	u
426	has_director	l
426	has_director	l
427	has_genre	Short
427	has_rating	null
427	has_director	Alice Guy
428	has_genre	Documentary
428	has_genre	Short
428	has_rating	null
428	has_director	Fructuós Gelabert
429	has_genre	Short
429	has_rating	null
429	has_director	Alice Guy
430	has_genre	Short
430	has_genre	Comedy
430	has_rating	5.9
430	has_director	Robert W. Paul
431	has_genre	Short
431	has_rating	null
431	has_director	Alice Guy
432	has_genre	Short
432	has_genre	Comedy
432	has_rating	5.6
432	has_director	Alice Guy
433	has_genre	Short
433	has_rating	null
433	has_director	Alice Guy
434	has_genre	Short
434	has_genre	Fantasy
434	has_rating	null
434	has_director	George Albert Smith
435	has_genre	Short
435	has_rating	null
435	has_director	Alice Guy
436	has_genre	Short
436	has_genre	Comedy
436	has_rating	6.2
436	has_director	Walter R. Booth
436	has_director	Robert W. Paul
437	has_genre	Short
437	has_genre	Drama
437	has_genre	Horror
437	has_rating	5.1
437	has_director	Alice Guy
438	has_genre	Short
438	has_rating	null
438	has_director	Alice Guy
440	has_genre	Short
440	has_genre	Fantasy
440	has_rating	5.4
440	has_director	Georges Méliès
441	has_genre	Short
441	has_rating	6.5
441	has_director	Segundo de Chomón
442	has_genre	Short
442	has_genre	Drama
442	has_rating	4.7
442	has_director	Peter Elfelt
444	has_genre	Short
444	has_rating	null
444	has_director	Alice Guy
445	has_genre	Short
445	has_rating	null
445	has_director	Alice Guy
446	has_genre	Short
446	has_genre	Western
446	has_rating	6.1
446	has_director	Wallace McCutcheon
448	has_genre	Short
448	has_rating	null
448	has_director	Alice Guy
449	has_genre	Short
449	has_rating	null
449	has_director	Alice Guy
450	has_genre	Short
450	has_rating	null
450	has_director	Alice Guy
451	has_genre	Short
451	has_genre	Comedy
451	has_rating	6.6
451	has_director	George Albert Smith
452	has_genre	Short
452	has_genre	Comedy
452	has_genre	Romance
452	has_rating	4.7
452	has_director	Edwin S. Porter
453	has_genre	Short
453	has_rating	null
453	has_director	Alice Guy
454	has_genre	Short
454	has_rating	null
454	has_director	Alice Guy
455	has_genre	Short
455	has_genre	Comedy
455	has_genre	Music
455	has_rating	6.8
455	has_director	Georges Méliès
456	has_genre	Documentary
456	has_genre	Short
456	has_rating	4.2
456	has_director	n
456	has_director	u
456	has_director	l
456	has_director	l
457	has_genre	Short
457	has_rating	null
457	has_director	Alice Guy
458	has_genre	Short
458	has_rating	null
458	has_director	Alice Guy
459	has_genre	Short
459	has_genre	Documentary
459	has_rating	4.6
459	has_director	n
459	has_director	u
459	has_director	l
459	has_director	l
460	has_genre	Western
460	has_genre	Short
460	has_rating	6.3
460	has_director	Wallace McCutcheon
461	has_genre	Short
461	has_rating	null
461	has_director	Alice Guy
464	has_genre	Short
464	has_genre	Comedy
464	has_rating	4.8
464	has_director	William K.L. Dickson
466	has_genre	Short
466	has_rating	null
466	has_director	Alice Guy
467	has_genre	Short
467	has_rating	null
467	has_director	Alice Guy
468	has_genre	Short
468	has_rating	null
468	has_director	Alice Guy
469	has_genre	Short
469	has_genre	Comedy
469	has_genre	Family
469	has_rating	5.8
469	has_director	George Albert Smith
470	has_genre	Short
470	has_rating	null
470	has_director	Alice Guy
471	has_genre	Short
471	has_genre	Drama
471	has_rating	5.1
471	has_director	Edwin S. Porter
472	has_genre	Short
472	has_genre	Drama
472	has_rating	6.4
472	has_director	Siegmund Lubin
473	has_genre	Short
473	has_rating	null
473	has_director	Alice Guy
474	has_genre	Short
474	has_rating	null
474	has_director	Alice Guy
475	has_genre	Short
475	has_genre	Drama
475	has_rating	null
475	has_director	Walter R. Booth
476	has_genre	Short
476	has_rating	null
476	has_director	Alice Guy
477	has_genre	Short
477	has_genre	Drama
477	has_rating	null
477	has_director	Alice Guy
478	has_genre	Short
478	has_genre	Comedy
478	has_rating	null
478	has_director	Alf Collins
479	has_genre	Short
479	has_genre	Drama
479	has_rating	5.4
479	has_director	Robert W. Paul
480	has_genre	Short
480	has_genre	Fantasy
480	has_rating	5.0
480	has_director	Georges Méliès
481	has_genre	Short
481	has_rating	null
481	has_director	n
481	has_director	u
481	has_director	l
481	has_director	l
482	has_genre	Short
482	has_genre	Comedy
482	has_rating	null
482	has_director	Alice Guy
484	has_genre	Short
484	has_rating	null
484	has_director	Alice Guy
485	has_genre	Short
485	has_rating	null
485	has_director	Alice Guy
486	has_genre	Drama
486	has_genre	Short
486	has_rating	null
486	has_director	J. Stuart Blackton
487	has_genre	Short
487	has_genre	Western
487	has_rating	7.1
487	has_director	Siegmund Lubin
488	has_genre	Short
488	has_genre	Drama
488	has_genre	Fantasy
488	has_rating	6.9
488	has_director	Harold M. Shaw
489	has_genre	Short
489	has_rating	null
489	has_director	Alice Guy
490	has_genre	Short
490	has_rating	null
490	has_director	Alice Guy
491	has_genre	Short
491	has_genre	News
491	has_rating	4.0
491	has_director	n
491	has_director	u
491	has_director	l
491	has_director	l
492	has_genre	Comedy
492	has_genre	Short
492	has_rating	5.0
492	has_director	Wallace McCutcheon
493	has_genre	Short
493	has_rating	null
493	has_director	Alice Guy
494	has_genre	Short
494	has_rating	null
494	has_director	Alice Guy
495	has_genre	Short
495	has_genre	Fantasy
495	has_rating	6.0
495	has_director	Ferdinand Zecca
496	has_genre	Short
496	has_genre	Action
496	has_rating	6.1
496	has_director	n
496	has_director	u
496	has_director	l
496	has_director	l
497	has_genre	Short
497	has_genre	Crime
497	has_rating	5.1
497	has_director	n
497	has_director	u
497	has_director	l
497	has_director	l
499	has_genre	Short
499	has_genre	Action
499	has_genre	Adventure
499	has_genre	Family
499	has_genre	Fantasy
499	has_genre	Sci-Fi
499	has_rating	7.6
499	has_director	Georges Méliès
500	has_genre	Short
500	has_rating	null
500	has_director	n
500	has_director	u
500	has_director	l
500	has_director	l
501	has_genre	Short
501	has_genre	Crime
501	has_genre	Drama
501	has_genre	Mystery
501	has_rating	4.8
501	has_director	J. Stuart Blackton
502	has_genre	n
502	has_genre	u
502	has_genre	l
502	has_genre	l
502	has_rating	3.8
502	has_director	Ricardo de Baños
504	has_genre	Documentary
504	has_genre	Short
504	has_rating	null
504	has_director	Ignacio Coyne
505	has_genre	Short
505	has_genre	Comedy
505	has_rating	8.1
505	has_director	Georges Hatot
505	has_director	André Heuzé
506	has_genre	Short
506	has_genre	Drama
506	has_rating	5.0
506	has_director	William Haggar
507	has_genre	Short
507	has_genre	News
507	has_rating	3.7
507	has_director	n
507	has_director	u
507	has_director	l
507	has_director	l
508	has_genre	Documentary
508	has_genre	Short
508	has_rating	null
508	has_director	Ignacio Coyne
509	has_genre	Short
509	has_genre	Comedy
509	has_rating	6.1
509	has_director	Georges Hatot
510	has_genre	Short
510	has_rating	null
510	has_director	Ricardo de Baños
511	has_genre	Short
511	has_genre	Drama
511	has_rating	6.6
511	has_director	Alice Guy
511	has_director	Victorin-Hippolyte Jasset
512	has_genre	Documentary
